"ADDRESS_ZIP_CODE","AGG_NUM_VEHICLES","AVG_HOUSEHOLD_SIZE","MED_GROSS_RENT","MED_HOUSING_COST","MED_INCOME","MED_YEAR_BUILT","MONTHLY_OWNER_COSTS","NO_INTERNET","TOTAL_POP"
"75114",2390,3.23,1174,1288,80703,1998,1732,126,6438
"75115",23230,2.78,1303,1387,79805,1994,13587,1542,55879
"75116",6775,2.97,1248,1167,51765,1974,4135,784,21105
"75117",1880,3.08,1059,1149,84926,1987,1179,137,4753
"75119",12050,2.89,1055,1042,65034,1987,6812,1219,28765
"75124",1295,2.92,864,758,66429,1995,1444,462,5205
"75125",2910,3.25,1007,690,71719,1989,1741,324,7198
"75126",25260,3.12,1714,1799,93908,2008,15830,711,60232
"75127",565,2.43,720,630,53387,1979,627,305,1854
"75132",NA,NA,NA,NA,NA,NA,0,0,0
"75134",7745,2.9,1317,1242,59211,1991,4904,558,19341
"75135",3235,3.22,1271,1270,89453,1997,2073,191,8075
"75137",7485,2.83,1458,1333,78254,1981,4770,282,19352
"75140",2250,2.78,731,615,46677,1978,2014,562,7365
"75141",1100,3.75,1312,1069,37125,1984,530,105,3868
"75142",9135,3.07,1092,977,67686,1990,5475,1045,22870
"75143",4845,2.61,954,841,57157,1986,4750,923,15270
"75144",1345,3,741,668,48214,1983,932,239,4030
"75146",9510,2.86,1231,1279,61482,1991,5273,888,24873
"75147",2690,2.61,794,766,43274,1986,1884,770,6922
"75148",2060,2.42,796,778,51500,1986,1902,628,6237
"75149",23180,3.05,1190,1125,57136,1977,12810,1628,59225
"75150",26040,2.85,1206,1170,61423,1981,11121,2303,64817
"75152",2615,3.04,1352,1107,78750,1993,1423,147,5686
"75153",210,3.53,NA,1211,87750,2001,93,8,515
"75154",18080,3.17,1265,1428,86783,1995,12470,945,47111
"75155",1125,3.29,836,907,51750,1992,771,148,3167
"75156",4925,2.45,809,736,46498,1987,4945,1246,16500
"75157",100,1.88,590,606,NA,1983,93,45,209
"75158",2145,3.09,990,996,82813,1997,1552,417,5496
"75159",7000,3.23,1192,1132,63543,1991,4950,654,22514
"75160",9205,2.82,1068,1091,63105,1988,5866,1081,24465
"75161",3340,2.8,926,895,73521,1992,2356,522,8040
"75163",615,2.19,742,633,45000,1985,951,312,2450
"75164",100,1.86,NA,575,47554,1990,142,38,281
"75165",19920,2.83,1191,1268,78254,1996,10342,1064,47183
"75166",2700,3.02,1708,1814,105972,2006,1621,85,5589
"75167",5665,3.09,1800,1626,104652,2001,3678,243,12332
"75169",5065,2.58,821,781,53460,1988,4198,1011,14496
"75172",2355,2.75,929,802,57895,1996,1083,374,5248
"75173",3280,3.34,1144,1447,89402,2004,2236,147,8298
"75180",8925,3.54,1114,1040,54670,1982,4795,687,26560
"75181",10780,3.47,1697,1619,97061,1997,6866,102,27336
"75182",3205,2.98,1021,2291,137656,2004,2207,65,7647
"75189",14365,3,1518,1604,101552,2006,10554,387,35243
"75201",8435,1.5,1834,1859,95907,2002,1196,355,17491
"75202",1175,1.48,1761,1753,86827,1992,455,32,2212
"75203",5600,2.63,976,929,40079,1966,2233,1550,16455
"75204",16630,1.69,1599,1618,83050,2000,3725,544,31860
"75205",8345,2.43,1865,2834,164409,1986,5417,234,24804
"75206",19660,1.82,1419,1506,79468,1986,6066,710,38209
"75207",1935,1.28,1665,1633,78393,2012,9,17,8163
"75208",12030,2.56,1250,1280,68000,1949,6388,933,29941
"75209",6190,2.1,1512,1693,103130,1964,4048,191,14205
"75210",2160,3.25,827,798,32852,1966,921,605,9270
"75211",26595,3.24,1027,926,50368,1963,12042,3786,75213
"75212",7645,3.26,822,720,42115,1983,4300,1819,26673
"75214",13970,2.19,1372,1750,104583,1964,8630,826,33621
"75215",5685,2.47,941,889,32077,1965,2249,1857,17960
"75216",14545,2.89,960,811,31063,1959,9616,7133,55108
"75217",28760,3.67,1026,928,44384,1966,13846,6291,87767
"75218",9640,2.25,1462,1649,95500,1961,5991,966,21355
"75219",13985,1.51,1513,1565,81205,1997,4931,430,24100
"75220",14765,2.9,987,1043,51125,1972,4339,1126,40671
"75223",5895,3.11,1140,1030,61505,1955,2075,641,14270
"75224",11980,3.05,996,929,46137,1959,5945,2478,36373
"75225",6885,2.44,1981,3197,169547,1984,6962,298,21703
"75226",2230,1.8,1390,1367,60290,1995,171,147,5133
"75227",21330,3.14,1045,994,49744,1972,10531,4251,58395
"75228",27235,2.89,1013,1045,51018,1968,11424,6075,71450
"75229",13180,2.88,1298,1738,107886,1966,7799,524,32924
"75230",11135,2.03,1205,1722,105045,1977,8029,593,26335
"75231",15795,2.2,1025,1052,45052,1978,3001,2379,38823
"75232",10945,2.9,1143,980,48768,1966,7500,2741,33561
"75233",5625,3.33,1092,1088,57018,1970,2543,859,16743
"75234",15030,2.77,1418,1357,74932,1969,7353,1159,32728
"75235",8005,2.11,1312,1289,49805,1995,2039,848,19042
"75236",6685,2.7,1036,1053,44462,1988,1972,1303,17545
"75237",6255,2.35,983,987,33740,1985,1065,2095,18823
"75238",13390,2.45,1094,1249,68361,1972,6539,1056,31953
"75240",10235,2.58,1144,1175,49460,1976,2541,1249,26442
"75241",8145,2.82,1047,884,38792,1975,6439,3164,31749
"75243",25525,2.33,1046,1079,43673,1982,6930,2734,65118
"75244",5680,2.24,1604,1662,100485,1980,2826,129,12806
"75246",990,1.8,897,947,42722,1950,208,205,2307
"75247",NA,1.38,1051,1051,17361,1974,0,16,870
"75248",15385,2.22,1347,1485,91270,1979,8499,510,36317
"75249",7185,3.31,1683,1513,76345,1991,4048,288,17629
"75251",2230,1.66,1458,1458,78245,1997,0,98,3804
"75252",10405,2.19,1160,1363,70191,1988,5417,634,27310
"75253",8180,3.71,1174,1009,46716,1994,4178,606,24090
"75254",10770,2.12,1276,1319,62569,1983,2327,420,24047
"75261",NA,NA,NA,NA,NA,NA,0,0,0
"75270",NA,NA,NA,NA,NA,NA,0,0,0
"75287",25280,1.92,1171,1220,57430,1989,6057,1827,51855
"75390",NA,NA,NA,NA,NA,NA,0,0,0
"75401",8240,2.58,1016,961,44980,1977,4104,1316,21087
"75402",7620,2.63,1177,1132,71972,1984,4648,652,18412
"75407",10185,3.11,1442,1370,78743,2003,5980,977,24864
"75409",8630,2.99,1711,1582,75328,2006,5244,810,20437
"75410",1580,2.2,812,631,65281,1995,1769,330,4470
"75411",285,2.54,1331,523,NA,1989,148,118,832
"75412",220,2.34,NA,525,58750,1980,195,25,562
"75413",50,2.69,1057,NA,NA,1971,47,13,188
"75414",1125,2.68,775,756,73471,1983,919,57,2989
"75415",125,2.6,NA,871,96786,1977,112,14,317
"75416",1125,2.67,845,732,67974,1986,897,212,2890
"75417",750,2.82,1102,618,42200,1977,676,233,2479
"75418",4215,2.4,871,812,52078,1979,3389,1058,14726
"75420",700,2.29,691,680,62548,1986,525,35,1384
"75421",260,3.62,777,793,NA,1986,203,39,851
"75422",1155,2.47,950,913,62917,1991,894,231,2862
"75423",1055,2.67,863,808,50833,1986,933,206,3055
"75424",1370,2.87,1209,1150,70972,1993,1083,157,3679
"75426",1260,2.12,599,536,36719,1976,1219,325,3774
"75428",3880,2.49,882,835,45614,1981,1887,595,11000
"75429",NA,NA,NA,NA,NA,NA,0,0,0
"75431",490,3.44,897,598,62500,1981,376,62,1745
"75432",1315,2.77,804,806,56667,1975,823,167,3055
"75433",1100,2.68,841,747,71173,1984,897,176,3145
"75434",NA,NA,NA,NA,NA,NA,0,0,0
"75435",380,2.41,536,616,38523,1976,325,101,1137
"75436",770,2.88,492,640,47443,1986,563,160,2155
"75437",355,2.52,1031,981,57083,1991,397,61,1094
"75438",430,2.72,1550,1003,92083,1990,260,36,953
"75439",485,2.74,936,826,57656,1984,213,67,1141
"75440",2225,2.56,843,926,56637,1992,2064,344,6665
"75441",NA,1.31,NA,526,14114,1985,94,93,134
"75442",3250,2.7,1287,1194,66482,1992,3051,561,10453
"75446",1005,2.52,775,730,53435,1984,1033,196,3536
"75447",380,2.51,NA,854,77212,1998,388,102,1067
"75448",255,2.68,NA,406,NA,1980,317,104,919
"75449",335,2.66,753,628,52344,1971,266,75,1165
"75450",210,1.75,NA,1797,115954,1981,168,19,309
"75451",495,2.73,NA,574,45375,1989,496,77,1475
"75452",1715,3.14,884,870,66154,1986,1066,232,4688
"75453",900,2.64,1047,839,73013,1991,883,206,2757
"75454",5520,3.26,1922,2177,119535,2012,4127,122,15341
"75455",10260,2.91,738,736,52962,1985,5881,1789,26687
"75457",2415,3.17,861,884,60445,1989,1389,281,6228
"75459",2450,2.87,930,1018,68649,1986,1358,158,5709
"75460",9315,2.32,766,707,37099,1976,5202,2451,24287
"75462",4165,2.6,802,822,57014,1990,3244,672,11232
"75468",435,2.82,NA,1014,63101,1995,348,151,1068
"75469",135,2.44,725,763,71250,1997,128,22,346
"75470",95,1.87,NA,513,73690,1978,83,27,202
"75471",715,2.91,1071,725,50240,1984,408,70,1932
"75472",1510,2.71,847,793,54688,1984,1225,280,4405
"75473",1525,2.68,NA,588,75045,1993,1324,208,3773
"75474",5605,2.72,927,867,59338,1989,4713,849,16394
"75475",NA,1.24,NA,NA,38942,1976,25,5,31
"75476",405,2.18,NA,586,52266,1997,431,119,1072
"75477",495,2.89,655,725,72917,1988,261,77,1100
"75478",245,2.6,877,630,50125,1988,241,36,825
"75479",940,2.81,857,691,68355,1986,584,170,2122
"75480",385,2.42,NA,935,63736,1994,739,49,1786
"75481",155,2.77,NA,753,70417,1986,136,47,401
"75482",10600,2.6,868,839,56711,1980,6225,1058,25220
"75486",950,2.6,829,804,81094,1984,860,153,2442
"75487",560,3.2,651,660,56635,1975,394,69,1534
"75488",245,2.84,883,725,60817,1995,240,36,798
"75489",360,2.55,999,1079,63750,1975,203,30,939
"75490",1325,2.82,1297,1242,87243,1995,870,175,2891
"75491",1910,2.64,696,830,72781,1985,1499,304,4914
"75492",115,2.64,NA,908,98977,1981,114,26,341
"75493",255,4,506,542,50000,1988,107,41,720
"75494",3275,2.66,860,704,60199,1983,3067,650,10785
"75495",3500,3.01,1084,1359,81099,1997,2532,248,9208
"75496",1200,2.83,838,735,66509,1982,1008,187,3578
"75497",1165,2.28,768,887,62940,1995,1352,208,3623
"75501",12560,2.52,721,691,43533,1979,7626,3515,35111
"75503",11130,2.63,1009,1087,73415,1988,6398,1285,27361
"75550",335,2.94,475,429,61500,1985,266,100,876
"75551",4195,2.55,817,740,60396,1979,3268,732,11040
"75554",660,2.48,667,497,41827,1985,713,195,2078
"75555",455,2.13,635,413,45098,1983,577,166,1424
"75556",460,2.81,825,508,61786,1986,295,71,1162
"75558",615,3.06,NA,429,82585,1988,640,91,1958
"75559",1575,2.47,621,576,47865,1984,1494,647,5392
"75560",435,2.48,1025,395,45862,1986,347,105,1071
"75561",1870,2.39,767,671,51163,1978,1351,415,4626
"75562",NA,2.42,NA,NA,NA,NA,33,0,80
"75563",935,2.36,586,458,45313,1975,1151,530,3816
"75564",NA,NA,NA,NA,NA,NA,0,0,0
"75565",NA,6.09,NA,615,16574,1994,7,0,207
"75566",145,2.6,NA,546,55417,1988,240,73,631
"75567",1545,2.55,712,724,54977,1986,1162,387,4087
"75568",1070,2.32,793,600,46112,1973,851,361,2873
"75569",1880,2.9,785,913,48750,1997,701,92,3478
"75570",3390,2.64,710,717,61563,1984,2162,720,11162
"75571",940,2.41,651,612,52443,1978,897,158,2367
"75572",1260,2.38,636,524,40156,1987,1111,439,3474
"75573",70,3.21,907,778,NA,1988,19,10,218
"75574",355,2.4,425,512,60100,1985,388,102,1157
"75601",5695,2.51,825,842,54068,1973,3605,681,15683
"75602",7950,2.76,789,767,49000,1968,4839,1501,21024
"75603",2565,2.56,862,847,55324,1988,2289,383,6733
"75604",11975,2.56,890,887,56726,1978,6716,966,30349
"75605",15345,2.33,1026,1076,66858,1988,7701,1516,33730
"75630",675,2.24,795,439,38618,1978,872,199,2306
"75631",1080,3.01,796,695,73512,1986,702,88,2696
"75633",5160,2.58,721,689,58030,1981,3560,664,12799
"75638",1810,2.54,648,591,46546,1971,1454,234,5001
"75639",855,2.75,NA,488,29861,1985,833,267,2525
"75640",2430,2.9,881,891,73214,1987,1557,253,5791
"75641",NA,1.96,NA,642,41458,1980,25,11,88
"75642",NA,2.12,NA,NA,NA,NA,25,0,53
"75643",750,2.47,718,594,52321,1985,707,142,2138
"75644",3725,2.84,825,756,45769,1980,3065,668,12594
"75645",3775,2.6,1040,872,64870,1995,3402,487,10125
"75647",4350,2.61,850,753,47461,1978,3330,621,12405
"75650",3835,2.85,1014,1000,72840,1997,2204,752,9239
"75651",715,2.5,868,743,60295,1991,682,236,2101
"75652",4225,2.61,924,830,57449,1975,2894,716,14011
"75654",5265,2.67,878,736,61134,1977,3747,1096,12945
"75656",1550,2.84,745,597,43583,1977,1212,282,4768
"75657",2455,2.4,784,542,44539,1981,2238,801,7366
"75658",NA,NA,NA,NA,NA,NA,8,8,8
"75659",NA,NA,NA,NA,NA,NA,0,0,0
"75661",700,2.8,726,613,51896,1983,702,292,2482
"75662",9570,2.87,918,793,62407,1979,6563,1753,25153
"75667",540,2.76,891,646,48382,1977,417,157,1457
"75668",655,2.35,821,661,43250,1973,626,159,2272
"75669",190,4.31,NA,345,75890,1979,261,15,1124
"75670",6000,2.82,763,626,37478,1969,3761,1680,18855
"75671",NA,NA,NA,NA,NA,NA,0,0,0
"75672",6150,2.8,896,817,62876,1978,4713,1011,16700
"75680",NA,NA,NA,NA,NA,NA,0,0,0
"75681",880,2.42,900,568,51734,1980,941,175,2563
"75682",230,2.61,NA,550,55962,1968,250,82,667
"75683",1420,2.76,1010,611,44143,1984,1200,217,3998
"75684",2340,3.25,935,625,47688,1978,1802,631,7558
"75686",4590,2.88,734,678,51239,1985,3549,819,13396
"75687",NA,NA,NA,NA,NA,NA,0,0,0
"75689",95,3.8,NA,463,NA,1981,54,0,213
"75691",2020,2.98,852,946,81095,1993,1133,293,4465
"75692",1565,2.59,1144,687,56097,1987,1640,385,4698
"75693",2600,2.93,1066,1018,80063,1979,1509,84,6353
"75694",NA,NA,NA,NA,NA,NA,0,0,0
"75701",14595,2.67,1006,990,57373,1965,7141,1425,34296
"75702",10180,3.11,792,744,44648,1960,4385,1637,28236
"75703",18045,2.5,1082,1144,68483,1990,8998,1120,42414
"75704",3945,3.05,892,845,46378,1976,2454,728,9575
"75705",900,3.39,NA,783,43333,1984,640,226,2722
"75706",3695,3.23,718,624,60421,1984,2419,664,10142
"75707",5955,2.52,1235,1087,68040,1993,4378,498,14455
"75708",3965,3.43,820,868,68121,1981,2311,526,10419
"75709",2060,2.27,1217,1091,65639,1999,1157,184,4596
"75711",NA,NA,NA,NA,NA,NA,0,0,219
"75750",1450,2.82,863,697,66223,1988,975,389,3644
"75751",5830,2.77,837,744,47813,1982,3548,1274,17098
"75752",2710,2.68,872,770,60302,1990,2453,368,7450
"75754",2905,2.74,954,880,82415,1991,2302,330,7961
"75755",1575,2.59,878,661,48345,1986,1102,202,4576
"75756",1905,2.75,1014,787,71133,1989,1177,162,4403
"75757",4650,2.76,1087,996,72015,1997,4212,402,13699
"75758",3240,2.6,878,647,54875,1989,3019,473,9726
"75759",NA,3.33,NA,864,22917,2004,31,11,110
"75760",830,2.22,585,546,67778,1981,915,156,2481
"75762",5775,2.8,1103,1171,74650,1997,4302,265,14609
"75763",2150,2.77,876,630,59091,1987,2047,471,6507
"75764",105,2.81,558,563,68250,1982,40,12,208
"75765",1995,2.34,852,698,55082,1988,2607,439,7705
"75766",8990,2.61,776,721,47752,1980,6702,2145,25577
"75770",870,2.49,1003,878,81667,1988,879,102,2517
"75771",6970,2.7,1124,1068,75315,1993,6352,685,21260
"75773",4560,2.54,828,688,54406,1987,3833,853,13478
"75778",860,2.35,876,696,41111,1989,772,208,2443
"75779",NA,NA,NA,NA,NA,NA,0,0,0
"75780",180,2.94,821,588,85208,1984,106,0,362
"75782",NA,1.65,NA,833,25938,1975,16,20,33
"75783",2720,2.46,820,777,57832,1988,2825,439,8316
"75784",260,3.54,854,539,51750,1979,191,33,768
"75785",2935,2.49,819,745,55434,1986,2562,494,10813
"75788",NA,NA,NA,NA,NA,NA,0,0,28
"75789",3265,2.85,1017,779,73263,1987,2430,448,8919
"75790",1270,2.63,834,1006,59531,1983,944,184,3383
"75791",6170,2.82,1210,1199,80402,1993,3589,258,14093
"75792",895,2.99,1057,518,45236,1984,803,338,3134
"75801",6930,2.62,868,878,48215,1978,3545,1024,15740
"75803",5045,2.8,856,687,46860,1984,4159,1139,21941
"75831",1780,2.66,800,572,48385,1990,1259,525,4981
"75833",790,2.32,538,525,51172,1985,676,106,2223
"75835",3705,2.54,723,704,42919,1978,2935,1247,11597
"75838",85,3.2,NA,609,49205,1976,112,15,457
"75839",2225,2.97,953,736,55974,1988,1574,474,6001
"75840",2380,2.72,721,697,67159,1986,1717,501,6504
"75844",1930,2.6,726,697,43895,1981,1265,513,4622
"75845",740,2.18,681,625,49766,1983,702,224,2105
"75846",845,2.45,742,629,43125,1993,885,209,2786
"75847",475,2.95,925,444,39947,1977,418,158,1635
"75848",50,2.57,592,588,41563,1979,21,13,90
"75849",25,2.26,825,688,28125,1971,27,12,106
"75850",500,3.09,NA,739,NA,1991,446,120,1544
"75851",700,2.58,881,790,57391,1983,710,202,4956
"75852",245,2.63,953,720,53244,1994,406,154,3306
"75853",295,2.26,NA,575,59526,1994,301,100,775
"75855",870,2.45,745,572,41823,1990,963,374,2862
"75856",NA,2.28,NA,NA,NA,1985,20,25,173
"75858",NA,1.48,NA,391,NA,2003,17,22,46
"75859",615,2.24,1218,890,54722,1994,732,203,2125
"75860",1930,3.06,736,616,54958,1980,1432,512,6248
"75861",740,2.36,773,770,51406,1987,409,63,1727
"75862",2850,2.33,703,598,43447,1984,3113,911,10245
"75865",NA,NA,NA,NA,NA,NA,3,0,3
"75884",NA,NA,NA,NA,NA,NA,0,0,3804
"75886",NA,NA,NA,NA,NA,NA,0,0,3193
"75901",10830,2.74,927,850,52531,1983,6782,1010,28979
"75903",NA,1.72,859,859,24107,2005,0,15,98
"75904",12825,2.7,906,895,54624,1985,7649,1187,34663
"75925",1210,2.59,730,547,44192,1976,816,178,3446
"75926",435,2.34,691,517,53026,1980,416,79,1220
"75928",260,2.55,NA,380,21917,1985,376,41,1070
"75929",465,2.58,678,473,59375,1982,442,44,1553
"75930",370,2.39,1006,350,34792,1979,596,165,1649
"75931",550,2.21,788,676,48602,1985,693,86,1821
"75932",365,2.55,NA,488,50240,1989,508,67,1343
"75933",570,2.94,NA,388,47803,1980,514,91,1624
"75934",NA,3.48,NA,NA,NA,1953,56,0,195
"75935",4220,2.77,837,583,49338,1980,3362,818,12426
"75936",265,3.32,NA,569,55750,1981,258,60,967
"75937",460,2.92,617,515,73125,1982,380,81,1298
"75938",800,2.35,759,545,41273,1987,761,199,2217
"75939",1905,3.36,599,563,42028,1980,1117,221,5440
"75941",2580,2.99,NA,548,52816,1982,1959,272,8470
"75942",NA,4.38,NA,NA,NA,NA,0,0,171
"75943",480,2.78,1184,926,62604,1996,359,96,1171
"75944",250,2.15,809,436,48304,1988,391,49,904
"75946",1115,2.48,690,587,58833,1985,1076,335,3714
"75948",1335,2.15,724,596,40938,1989,2243,478,5595
"75949",2980,2.55,708,559,43954,1986,2330,441,8469
"75951",4695,2.52,825,645,41003,1981,4277,1319,15026
"75954",980,2.53,679,522,41636,1985,763,297,2550
"75956",2255,2.59,718,518,42904,1987,2514,639,8275
"75959",205,3.03,NA,489,57240,1981,215,0,742
"75960",315,2.96,NA,NA,54969,1992,198,49,606
"75961",6355,2.37,819,733,37540,1984,2979,748,14909
"75962",415,NA,NA,NA,NA,NA,0,0,3149
"75964",5940,2.87,818,679,52825,1985,4331,1020,19889
"75965",6985,2.21,808,856,48527,1984,3898,878,18231
"75966",1565,2.8,759,575,39310,1978,1055,250,4462
"75968",640,2.6,568,554,41410,1977,673,173,2235
"75969",1265,2.34,1132,780,69286,1983,1187,242,3719
"75972",1785,2.4,644,454,42279,1983,1825,700,6190
"75973",940,2.53,874,477,47474,1984,927,261,2809
"75974",990,2.76,430,444,35972,1984,841,276,3296
"75975",1540,2.91,714,597,52547,1980,971,360,3868
"75976",395,3.45,678,445,57639,1980,216,28,1239
"75977",100,2.39,843,329,19194,1990,121,28,378
"75979",3045,2.79,826,665,44014,1983,2702,668,12023
"75980",760,2.39,869,381,32425,1979,862,194,2407
"76001",14645,3.29,1593,1585,90368,1996,8883,442,37134
"76002",15540,3.57,1873,1730,93948,2003,8121,334,34402
"76005",1410,3.13,NA,2421,204904,NA,1210,0,3967
"76006",12925,2.02,1131,1139,51033,1986,2946,866,24547
"76008",8920,3.06,1461,2090,138417,2003,6633,113,22091
"76009",7880,3.03,1070,965,63424,1992,5251,704,20751
"76010",19505,3.1,1045,1007,38419,1971,5966,3164,57448
"76011",9885,2.17,1084,1062,45224,1982,1972,1190,21701
"76012",11480,2.61,1155,1186,73261,1976,6870,904,28750
"76013",14155,2.54,1083,1131,61912,1974,6415,779,34457
"76014",13255,3.04,1265,1158,55764,1981,5065,845,32460
"76015",7800,2.82,1296,1135,63609,1978,2975,524,17629
"76016",12545,2.8,1698,1430,94593,1982,8965,403,31008
"76017",20680,2.85,1258,1390,83362,1987,10682,695,45429
"76018",13510,3.41,1650,1338,75962,1989,6237,126,28553
"76020",12350,2.76,1032,1087,80840,1987,9294,1086,32443
"76021",14915,2.41,1216,1315,81356,1985,7890,527,35401
"76022",6050,2.46,1247,1235,67489,1974,2834,447,14224
"76023",3015,2.96,1101,1141,78726,1990,2100,399,7203
"76028",31970,2.92,1476,1413,87884,1997,19229,1507,74217
"76031",7080,3,965,824,65048,1983,4748,928,18996
"76033",10785,2.6,1102,1063,59869,1983,6511,782,26174
"76034",8995,2.86,2549,2883,180584,1992,8563,13,25717
"76035",1265,3.17,1192,1324,104965,1999,715,113,2844
"76036",12245,3.08,1528,1516,83069,2002,7114,325,29594
"76039",20130,2.37,1428,1409,73216,1988,6656,458,40657
"76040",13310,2.64,1007,1074,57770,1981,4868,1084,30787
"76041",160,2.14,NA,1074,111583,1972,173,54,370
"76043",2735,2.88,686,896,88091,1995,1903,183,7094
"76044",2775,2.77,965,1075,82018,1998,2017,202,6466
"76048",9470,2.37,1036,948,57213,1991,7428,1042,25691
"76049",10645,2.46,1251,1174,92492,1997,10485,388,29154
"76050",3180,2.69,1058,1014,72004,1994,1967,252,6760
"76051",22625,2.43,1590,1653,99000,1991,10638,826,50066
"76052",10620,3.21,1723,1927,131226,2008,7450,69,26240
"76053",12675,2.81,1169,1174,58256,1969,6132,1506,31513
"76054",5290,2.55,1315,1491,102763,1981,3822,83,11989
"76055",1145,2.81,846,861,61481,1984,858,191,3255
"76058",8930,2.93,1126,991,62810,1993,5142,544,20702
"76059",1950,2.86,855,868,44455,1983,609,144,4982
"76060",3880,2.79,1114,1224,102806,1989,2121,266,8183
"76061",NA,3.32,NA,NA,NA,NA,79,0,262
"76063",31780,3.09,1474,1738,102370,2002,18833,1025,76867
"76064",740,2.85,1294,1238,65500,1982,411,95,1999
"76065",17125,3.03,1371,1721,110205,2003,11106,489,40814
"76066",1550,3.25,NA,939,85824,1998,1266,302,5030
"76067",6980,2.85,849,815,57923,1969,4820,848,20420
"76070",NA,2.65,NA,NA,120750,1992,307,0,814
"76071",1590,3.15,961,1172,84730,1999,1069,77,4242
"76073",2735,2.89,1033,987,97850,1996,1892,364,6443
"76077",NA,1.89,NA,NA,NA,1981,183,46,491
"76078",3465,2.94,1255,1312,83263,2000,2446,316,8753
"76082",8390,3.03,1068,1036,75728,1997,6088,991,22082
"76084",3760,3.13,971,1100,75444,2003,2615,268,10375
"76085",4630,3.02,1305,1372,84339,2002,3272,162,11143
"76086",8585,2.39,1107,1065,57253,1983,4420,1293,21054
"76087",11350,2.63,1255,1365,94639,2001,9835,403,28779
"76088",5470,2.84,1068,1155,81625,1997,4296,448,14669
"76092",9195,3.3,1497,3419,240694,1996,9030,66,31276
"76093",1365,2.51,992,980,47764,1993,922,124,3239
"76102",2685,1.61,1422,1454,73415,1994,961,209,10650
"76103",6315,3.16,990,951,52738,1960,3322,811,17363
"76104",6100,2.57,1109,958,41863,1966,2898,1544,18956
"76105",7470,3.4,940,743,40680,1958,3741,1613,24277
"76106",14495,3.45,1025,885,48905,1964,5154,1170,37437
"76107",13360,1.97,1265,1345,73102,1970,7058,1205,29929
"76108",17250,2.71,1221,1251,70625,1989,10934,1007,44125
"76109",9960,2.34,1365,1604,89477,1976,5025,456,24606
"76110",11790,2.94,1094,1018,56611,1947,6718,2044,33505
"76111",8525,2.95,1070,930,50212,1954,4222,744,21591
"76112",16295,2.49,1044,1067,50435,1975,8226,1741,42404
"76114",10250,2.84,1040,944,58003,1959,5359,943,27683
"76115",6960,3.52,980,840,43211,1965,2880,1142,21824
"76116",19700,2.23,1056,1089,50459,1975,7624,2695,49319
"76117",12355,2.94,1026,948,48522,1965,5927,1160,32438
"76118",7580,2.88,1226,1283,81006,1978,4066,322,16674
"76119",15860,3.37,1050,906,41368,1971,7593,2464,51037
"76120",8980,2.7,1134,1348,69969,1998,3852,706,20518
"76123",15645,3.23,1856,1650,87956,2003,8963,238,38575
"76126",10225,2.78,1395,1475,97407,1989,7343,205,24946
"76127",365,2.71,1809,1654,96544,1985,0,0,1781
"76129",110,NA,NA,NA,NA,NA,0,0,1700
"76131",19350,3.07,1556,1752,94361,2007,11931,448,47569
"76132",11805,2.08,1158,1233,58113,1989,3991,646,26437
"76133",20285,2.84,1214,1142,64083,1977,11572,913,54186
"76134",11200,2.97,1107,1151,60294,1982,5742,1035,29208
"76135",8125,2.44,1067,1162,65315,1989,5203,535,18939
"76137",27545,2.78,1429,1446,82961,1995,12900,454,59273
"76140",11315,3.24,1194,1129,61921,1985,6598,952,31703
"76148",10665,3.08,1576,1279,78479,1982,6418,181,24578
"76155",3395,1.92,1197,1204,61402,1996,37,136,6427
"76164",5275,3.27,987,713,50410,1940,2458,566,14081
"76177",8800,2.5,1557,1580,91074,2012,3925,102,19320
"76179",30540,2.99,1639,1683,97046,2004,18079,565,70425
"76180",15785,2.47,1238,1231,67384,1982,7508,817,36974
"76182",13015,2.73,1423,1556,102414,1990,9484,304,30911
"76201",10420,2.04,989,992,32372,1980,2160,1017,28415
"76203",65,NA,NA,NA,NA,NA,0,0,1178
"76205",9230,2.53,1150,1155,56331,1984,2816,584,20365
"76207",5565,2.55,1317,1383,79413,2003,3981,81,15961
"76208",10360,3.2,1361,1481,85625,2003,5483,356,26598
"76209",11790,2.55,1206,1202,63179,1980,4617,799,26660
"76210",20560,2.79,1553,1767,100962,2000,11834,433,44367
"76225",1340,2.51,851,1005,75417,1997,1054,176,3193
"76226",12430,2.98,2356,2478,145582,2008,10860,262,34829
"76227",17270,2.78,1656,1825,99424,2010,12086,320,43088
"76228",435,2.48,914,659,63125,1979,395,70,1210
"76230",3620,2.46,886,890,62614,1975,3169,819,9921
"76233",1370,2.79,984,989,80858,1987,923,127,3535
"76234",8155,2.84,1181,1258,80106,1993,5190,692,19147
"76238",170,2.68,NA,675,81250,1990,103,46,332
"76239",380,2.24,736,661,57313,1990,357,87,1080
"76240",11745,2.5,1016,980,56114,1979,7256,2365,29209
"76241",NA,2.25,NA,NA,NA,NA,4,0,9
"76244",31005,3.12,1646,1884,111289,2006,18217,708,74884
"76245",445,2.14,716,548,32404,2000,609,103,1731
"76247",7280,2.98,1692,1647,104752,2005,4703,236,16511
"76248",15210,2.83,1763,2319,149016,1998,11576,355,40553
"76249",4305,2.83,1324,1377,81039,1998,2784,227,9235
"76250",425,2.45,1057,960,91458,1983,373,23,1026
"76251",205,2.64,1238,669,60625,1991,198,54,700
"76252",1165,2.56,958,805,91058,1978,751,136,2424
